TOT_OA_CD,ADM_CD,dong,oa_area_m2,cx,cy,entry_node,dist_station_m,p65,p75,p80,p75_2026,f_age,f_reach,risk,risk_norm,lon,lat
21030700010014,21030700,좌천동,28735.421084703135,386724.45847384614,283559.3495575513,7469052027,268.34551808817616,142.0,71.0,35.0,73.4060382008626,0.2995706916750403,0.06848000346177349,0.020514602002952638,0.12947990943108817,129.048564,35.131088
21030700010012,21030700,좌천동,39922.59894663048,386968.2756835759,283831.50940039975,884174719,1239.3689156501616,156.0,79.0,44.0,81.67714109673443,0.3333251358074392,0.31627875970803165,0.10542366053268809,0.6653917056592946,129.051299,35.133494
21030700010002,21030700,좌천동,59347.18852588743,387128.4616299623,284076.6836014051,1478504190,1013.7098019209568,243.0,111.0,63.0,114.7615526802218,0.46834291233703484,0.2586920446421258,0.12115658558611543,0.764691595109291,129.053111,35.135673
21030700010005,21030700,좌천동,33044.04348742044,386780.07917581784,283687.0823959848,1478503976,430.0514626614844,174.0,84.0,44.0,86.84658040665434,0.35442166339018855,0.10974629224894375,0.0388964634497764,0.24549881903347726,129.049203,35.132228
21030700010008,21030700,좌천동,22663.636299844813,386545.5787865836,283735.3195129914,1781803735,534.6282298964978,168.0,73.0,43.0,75.47381392483055,0.30800930270814003,0.13643359238831712,0.042022815657492156,0.2652310956161015,129.046642,35.132706
21030700010301,21030700,좌천동,11304.577537083422,386580.77270114335,284077.5641988077,12865995215,1048.3577975745488,68.0,26.0,15.0,26.881084411583487,0.10970194343029646,0.2675339842400208,0.029348998004780583,0.18523906059718992,129.047105,35.135782
21030700010402,21030700,좌천동,5533.307998827539,386957.5015170257,283741.70094482775,884175583,3918.5967366075038,95.0,35.0,16.0,36.186075169439306,0.14767569307924522,1.0,0.14767569307924522,0.9320695260050271,129.05116,35.132687
21030700010401,21030700,좌천동,6217.370932141808,386894.9955820933,283705.8521806472,6469877667,477.4558483777362,122.0,48.0,24.0,49.62661737523105,0.20252666479439346,0.12184357831908217,0.024676573543578183,0.1557485983414263,129.050467,35.132376
21030700020002,21030700,좌천동,63011.239067628274,387315.8526668876,283909.8229410805,12545867335,1017.0412335857,114.0,55.0,26.0,56.86383240911891,0.23206180341024252,0.25954220399473815,0.06022983192008798,0.38014645280177606,129.055128,35.134135
21030700020201,21030700,좌천동,8154.699710530868,387173.95911482244,283705.40008622955,1478474217,1105.7608022745474,46.0,7.0,0.0,7.237215033887861,0.029535138615849044,0.2821828518215558,0.00833430964356524,0.05260280738881286,129.053526,35.13232
21030700020101,21030700,좌천동,21787.414199097337,387040.68700607686,283600.7317393076,884174674,893.2643324070636,83.0,28.0,20.0,28.948860135551445,0.11814055446339618,0.22795515651360457,0.0269307485833075,0.16997604374562975,129.052041,35.131402
